S1_CurrentFeedback,Machining_Process,tool_condition,group,feedrate,clamp_pressure
-0.789,Layer 3 Up,worn,1,3,2.5
0.296,Layer 3 Up,worn,1,3,2.5
0.395,Layer 3 Up,worn,1,3,2.5
0.789,Layer 3 Up,worn,1,3,2.5
0.0994,Layer 3 Up,worn,1,3,2.5
-0.394,Layer 3 Up,worn,1,3,2.5
0.198,Layer 3 Up,worn,1,3,2.5
0.000447,Layer 3 Up,worn,1,3,2.5
19.9,Layer 3 Up,worn,1,3,2.5
18.0,Layer 3 Up,worn,1,3,2.5
16.8,Layer 3 Up,worn,1,3,2.5
24.7,Layer 3 Up,worn,1,3,2.5
22.9,Layer 3 Up,worn,1,3,2.5
21.1,Layer 3 Up,worn,1,3,2.5
15.8,Layer 3 Up,worn,1,3,2.5
20.0,Layer 3 Up,worn,1,3,2.5
25.5,Layer 3 Up,worn,1,3,2.5
19.1,Layer 3 Up,worn,1,3,2.5
19.2,Layer 3 Up,worn,1,3,2.5
17.1,Layer 3 Up,worn,1,3,2.5
20.1,Layer 3 Up,worn,1,3,2.5
24.4,Layer 3 Up,worn,1,3,2.5
13.7,Layer 3 Up,worn,1,3,2.5
25.2,Layer 3 Up,worn,1,3,2.5
21.2,Layer 3 Up,worn,1,3,2.5
18.1,Layer 3 Up,worn,1,3,2.5
19.0,Layer 3 Up,worn,1,3,2.5
26.3,Layer 3 Up,worn,1,3,2.5
16.6,Layer 3 Up,worn,1,3,2.5
13.6,Layer 3 Up,worn,1,3,2.5
26.0,Layer 3 Up,worn,1,3,2.5
17.4,Layer 3 Up,worn,1,3,2.5
19.1,Layer 3 Up,worn,1,3,2.5
27.6,Layer 3 Up,worn,1,3,2.5
16.5,Layer 3 Up,worn,1,3,2.5
22.6,Layer 3 Up,worn,1,3,2.5
20.2,Layer 3 Up,worn,1,3,2.5
19.4,Layer 3 Up,worn,1,3,2.5
18.7,Layer 3 Up,worn,1,3,2.5
20.1,Layer 3 Up,worn,1,3,2.5
27.8,Layer 3 Up,worn,1,3,2.5
15.8,Layer 3 Down,worn,1,3,2.5
22.7,Layer 3 Down,worn,1,3,2.5
24.8,Layer 3 Down,worn,1,3,2.5
19.2,Layer 3 Down,worn,1,3,2.5
22.5,Layer 3 Down,worn,1,3,2.5
22.8,Layer 3 Down,worn,1,3,2.5
23.6,Layer 3 Down,worn,1,3,2.5
24.4,Layer 3 Down,worn,1,3,2.5
23.8,Layer 3 Down,worn,1,3,2.5
25.3,Layer 3 Down,worn,1,3,2.5
21.0,Layer 3 Down,worn,1,3,2.5
15.9,Layer 3 Down,worn,1,3,2.5
25.3,Layer 3 Down,worn,1,3,2.5
20.6,Layer 3 Down,worn,1,3,2.5
19.7,Layer 3 Down,worn,1,3,2.5
17.4,Layer 3 Down,worn,1,3,2.5
18.7,Layer 3 Down,worn,1,3,2.5
28.9,Layer 3 Down,worn,1,3,2.5
21.0,Layer 3 Down,worn,1,3,2.5
24.1,Layer 3 Down,worn,1,3,2.5
21.1,Layer 3 Down,worn,1,3,2.5
14.9,Layer 3 Down,worn,1,3,2.5
28.1,Layer 3 Down,worn,1,3,2.5
21.6,Layer 3 Down,worn,1,3,2.5
18.6,Layer 3 Down,worn,1,3,2.5
28.7,Layer 3 Down,worn,1,3,2.5
16.3,Layer 3 Down,worn,1,3,2.5
23.1,Layer 3 Down,worn,1,3,2.5
25.5,Layer 3 Down,worn,1,3,2.5
24.7,Layer 3 Down,worn,1,3,2.5
22.7,Layer 3 Down,worn,1,3,2.5
19.7,Layer 3 Down,worn,1,3,2.5
28.5,Layer 3 Down,worn,1,3,2.5
16.4,Layer 3 Down,worn,1,3,2.5
29.1,Layer 3 Down,worn,1,3,2.5
27.8,Layer 3 Down,worn,1,3,2.5
22.6,Layer 3 Down,worn,1,3,2.5
17.9,Layer 3 Down,worn,1,3,2.5
23.2,Layer 3 Down,worn,1,3,2.5
13.2,Layer 3 Down,worn,1,3,2.5
25.0,Layer 3 Down,worn,1,3,2.5
25.7,Layer 3 Down,worn,1,3,2.5
14.2,Layer 3 Down,worn,1,3,2.5
25.1,Layer 3 Down,worn,1,3,2.5
19.1,Layer 3 Down,worn,1,3,2.5
20.2,Layer 3 Down,worn,1,3,2.5
24.0,Layer 3 Down,worn,1,3,2.5
18.0,Layer 3 Down,worn,1,3,2.5
21.9,Layer 3 Down,worn,1,3,2.5
16.5,Layer 3 Down,worn,1,3,2.5
23.5,Layer 3 Down,worn,1,3,2.5
18.7,Layer 3 Down,worn,1,3,2.5
15.7,Layer 3 Down,worn,1,3,2.5
25.6,Layer 3 Down,worn,1,3,2.5
16.6,Layer 3 Down,worn,1,3,2.5
16.5,Layer 3 Down,worn,1,3,2.5
24.5,Layer 3 Down,worn,1,3,2.5
15.6,Layer 3 Down,worn,1,3,2.5
22.0,Layer 3 Down,worn,1,3,2.5
18.6,Layer 3 Down,worn,1,3,2.5
17.8,Layer 3 Down,worn,1,3,2.5
17.4,Layer 3 Down,worn,1,3,2.5
25.0,Layer 3 Down,worn,1,3,2.5
16.5,Layer 3 Down,worn,1,3,2.5
21.4,Layer 3 Down,worn,1,3,2.5
23.8,Layer 3 Down,worn,1,3,2.5
19.4,Layer 3 Down,worn,1,3,2.5
14.0,Layer 3 Down,worn,1,3,2.5
19.6,Layer 3 Down,worn,1,3,2.5
16.7,Layer 3 Down,worn,1,3,2.5
22.2,Layer 3 Down,worn,1,3,2.5
18.2,Layer 3 Down,worn,1,3,2.5
18.6,Layer 3 Down,worn,1,3,2.5
20.7,Layer 3 Down,worn,1,3,2.5
16.9,Layer 3 Down,worn,1,3,2.5
17.4,Layer 3 Down,worn,1,3,2.5
19.8,Layer 3 Down,worn,1,3,2.5
24.5,Layer 3 Down,worn,1,3,2.5
21.1,Layer 3 Down,worn,1,3,2.5
13.8,Layer 3 Down,worn,1,3,2.5
20.9,Layer 3 Down,worn,1,3,2.5
24.9,Layer 3 Down,worn,1,3,2.5
14.4,Layer 3 Down,worn,1,3,2.5
27.3,Layer 3 Down,worn,1,3,2.5
17.9,Layer 3 Down,worn,1,3,2.5
12.7,Layer 3 Down,worn,1,3,2.5
28.3,Layer 3 Down,worn,1,3,2.5
18.0,Layer 3 Down,worn,1,3,2.5
18.1,Layer 3 Down,worn,1,3,2.5
26.2,Layer 3 Down,worn,1,3,2.5
18.5,Layer 3 Down,worn,1,3,2.5
19.3,Layer 3 Down,worn,1,3,2.5
18.6,Layer 3 Down,worn,1,3,2.5
18.5,Layer 3 Down,worn,1,3,2.5
22.7,Layer 3 Down,worn,1,3,2.5
16.6,Layer 3 Down,worn,1,3,2.5
20.0,Layer 3 Down,worn,1,3,2.5
23.0,Layer 3 Down,worn,1,3,2.5
10.9,Layer 3 Down,worn,1,3,2.5
23.2,Layer 3 Down,worn,1,3,2.5
13.6,Layer 3 Down,worn,1,3,2.5
21.3,Layer 3 Down,worn,1,3,2.5
24.8,Layer 3 Down,worn,1,3,2.5
16.1,Layer 3 Down,worn,1,3,2.5
27.4,Layer 3 Down,worn,1,3,2.5
18.0,Layer 3 Down,worn,1,3,2.5
12.1,Layer 3 Down,worn,1,3,2.5
29.3,Layer 3 Down,worn,1,3,2.5
17.6,Layer 3 Down,worn,1,3,2.5
17.4,Layer 3 Down,worn,1,3,2.5
17.6,Layer 3 Down,worn,1,3,2.5
17.9,Layer 3 Down,worn,1,3,2.5
18.0,Layer 3 Down,worn,1,3,2.5
16.3,Layer 3 Down,worn,1,3,2.5
18.2,Layer 3 Down,worn,1,3,2.5
24.3,Layer 3 Down,worn,1,3,2.5
15.2,Layer 3 Down,worn,1,3,2.5
18.6,Layer 3 Down,worn,1,3,2.5
17.7,Layer 3 Down,worn,1,3,2.5
13.4,Layer 3 Down,worn,1,3,2.5
24.3,Layer 3 Down,worn,1,3,2.5
18.0,Layer 3 Down,worn,1,3,2.5
17.4,Layer 3 Down,worn,1,3,2.5
27.0,Layer 3 Down,worn,1,3,2.5
18.0,Layer 3 Down,worn,1,3,2.5
20.7,Layer 3 Down,worn,1,3,2.5
23.1,Layer 3 Down,worn,1,3,2.5
15.8,Layer 3 Down,worn,1,3,2.5
23.5,Layer 3 Down,worn,1,3,2.5
21.2,Layer 3 Down,worn,1,3,2.5
25.4,Layer 3 Down,worn,1,3,2.5
18.4,Layer 3 Down,worn,1,3,2.5
20.7,Layer 3 Down,worn,1,3,2.5
19.9,Layer 3 Down,worn,1,3,2.5
19.7,Layer 3 Down,worn,1,3,2.5
18.7,Layer 3 Down,worn,1,3,2.5
20.4,Layer 3 Down,worn,1,3,2.5
26.1,Layer 3 Down,worn,1,3,2.5
20.3,Layer 3 Down,worn,1,3,2.5
20.1,Layer 3 Down,worn,1,3,2.5
17.8,Layer 3 Down,worn,1,3,2.5
17.9,Layer 3 Down,worn,1,3,2.5
25.4,Layer 3 Down,worn,1,3,2.5
14.8,Layer 3 Down,worn,1,3,2.5
20.4,Layer 3 Down,worn,1,3,2.5
17.7,Layer 3 Down,worn,1,3,2.5
17.8,Layer 3 Down,worn,1,3,2.5
18.7,Layer 3 Down,worn,1,3,2.5
20.3,Layer 3 Down,worn,1,3,2.5
22.6,Layer 3 Down,worn,1,3,2.5
0.76,Layer 3 Down,worn,1,3,2.5
-0.471,Layer 3 Down,worn,1,3,2.5
-0.721,Layer 3 Down,worn,1,3,2.5
-0.76,Layer 3 Down,worn,1,3,2.5
0.259,Layer 3 Down,worn,1,3,2.5
-0.681,Layer 3 Down,worn,1,3,2.5
-0.471,Layer 3 Down,worn,1,3,2.5
-0.241,Layer 3 Down,worn,1,3,2.5
-0.701,Layer 3 Down,worn,1,3,2.5
-0.931,Layer 3 Down,worn,1,3,2.5
20.1,Layer 3 Down,worn,1,3,2.5
15.5,Layer 3 Down,worn,1,3,2.5
26.8,Layer 3 Down,worn,1,3,2.5
18.5,Layer 3 Down,worn,1,3,2.5
16.7,Layer 3 Down,worn,1,3,2.5
25.0,Layer 3 Down,worn,1,3,2.5
20.9,Layer 3 Down,worn,1,3,2.5
15.5,Layer 3 Down,worn,1,3,2.5
21.9,Layer 3 Down,worn,1,3,2.5
25.9,Layer 3 Down,worn,1,3,2.5
20.6,Layer 3 Down,worn,1,3,2.5
20.1,Layer 3 Down,worn,1,3,2.5
16.7,Layer 3 Down,worn,1,3,2.5
19.3,Layer 3 Down,worn,1,3,2.5
25.5,Layer 3 Down,worn,1,3,2.5
17.6,Layer 3 Down,worn,1,3,2.5
23.8,Layer 3 Down,worn,1,3,2.5
17.6,Layer 3 Down,worn,1,3,2.5
15.0,Layer 3 Down,worn,1,3,2.5
25.7,Layer 3 Down,worn,1,3,2.5
21.5,Layer 3 Down,worn,1,3,2.5
21.1,Layer 3 Down,worn,1,3,2.5
17.4,Layer 3 Down,worn,1,3,2.5
18.1,Layer 3 Down,worn,1,3,2.5
26.6,Layer 3 Down,worn,1,3,2.5
18.9,Layer 3 Down,worn,1,3,2.5
24.5,Layer 3 Down,worn,1,3,2.5
19.1,Layer 3 Down,worn,1,3,2.5
16.9,Layer 3 Down,worn,1,3,2.5
18.8,Layer 3 Down,worn,1,3,2.5
20.3,Layer 3 Down,worn,1,3,2.5
16.8,Layer 3 Down,worn,1,3,2.5
17.9,Layer 3 Down,worn,1,3,2.5
26.5,Layer 3 Down,worn,1,3,2.5
17.7,Layer 3 Down,worn,1,3,2.5
24.1,Layer 3 Down,worn,1,3,2.5
17.2,Layer 3 Down,worn,1,3,2.5
16.0,Layer 3 Down,worn,1,3,2.5
27.4,Layer 3 Down,worn,1,3,2.5
17.9,Layer 3 Down,worn,1,3,2.5
22.3,Layer 3 Down,worn,1,3,2.5
18.3,Layer 3 Down,worn,1,3,2.5
22.1,Layer 3 Down,worn,1,3,2.5
21.2,Layer 3 Down,worn,1,3,2.5
14.3,Layer 3 Down,worn,1,3,2.5
19.2,Layer 3 Down,worn,1,3,2.5
21.5,Layer 3 Down,worn,1,3,2.5
16.1,Layer 3 Down,worn,1,3,2.5
16.1,Layer 3 Down,worn,1,3,2.5
26.8,Layer 3 Down,worn,1,3,2.5
25.8,Layer 3 Down,worn,1,3,2.5
19.2,Layer 3 Down,worn,1,3,2.5
18.0,Layer 3 Down,worn,1,3,2.5
25.3,Layer 3 Down,worn,1,3,2.5
20.5,Layer 3 Down,worn,1,3,2.5
17.3,Layer 3 Down,worn,1,3,2.5
20.9,Layer 3 Down,worn,1,3,2.5
16.3,Layer 3 Down,worn,1,3,2.5
22.6,Layer 3 Down,worn,1,3,2.5
20.0,Layer 3 Down,worn,1,3,2.5
18.7,Layer 3 Down,worn,1,3,2.5
17.7,Layer 3 Down,worn,1,3,2.5
19.9,Layer 3 Down,worn,1,3,2.5
15.3,Layer 3 Down,worn,1,3,2.5
20.2,Layer 3 Down,worn,1,3,2.5
17.9,Layer 3 Down,worn,1,3,2.5
18.6,Layer 3 Down,worn,1,3,2.5
18.0,Layer 3 Down,worn,1,3,2.5
17.3,Layer 3 Down,worn,1,3,2.5
14.7,Layer 3 Down,worn,1,3,2.5
18.0,Layer 3 Down,worn,1,3,2.5
25.4,Layer 3 Down,worn,1,3,2.5
15.6,Layer 3 Down,worn,1,3,2.5
27.5,Layer 3 Down,worn,1,3,2.5
22.7,Layer 3 Down,worn,1,3,2.5
19.3,Layer 3 Down,worn,1,3,2.5
19.1,Layer 3 Down,worn,1,3,2.5
20.4,Layer 3 Down,worn,1,3,2.5
24.3,Layer 3 Down,worn,1,3,2.5
18.9,Layer 3 Down,worn,1,3,2.5
-0.52,Layer 3 Down,worn,1,3,2.5
-0.658,Layer 3 Down,worn,1,3,2.5
-0.613,Layer 3 Down,worn,1,3,2.5
-0.846,Layer 3 Down,worn,1,3,2.5
-0.0465,Layer 3 Down,worn,1,3,2.5
0.261,Layer 3 Down,worn,1,3,2.5
0.366,Layer 3 Down,worn,1,3,2.5
0.621,Layer 3 Down,worn,1,3,2.5
0.188,Layer 3 Down,worn,1,3,2.5
1.25,Layer 3 Down,worn,1,3,2.5
-0.721,Layer 3 Down,worn,1,3,2.5
-0.951,Layer 3 Down,worn,1,3,2.5
-0.471,Layer 3 Down,worn,1,3,2.5
-0.451,Layer 3 Down,worn,1,3,2.5
-0.241,Layer 3 Down,worn,1,3,2.5
-0.721,Layer 3 Down,worn,1,3,2.5
-0.221,Layer 3 Down,worn,1,3,2.5
-0.721,Layer 3 Down,worn,1,3,2.5
-0.721,Layer 3 Down,worn,1,3,2.5
-0.721,Layer 3 Down,worn,1,3,2.5
-0.201,Layer 3 Down,worn,1,3,2.5
-0.471,Layer 3 Down,worn,1,3,2.5
0.000423,Layer 3 Down,worn,1,3,2.5
0.494,Layer 3 Down,worn,1,3,2.5
0.395,Layer 3 Down,worn,1,3,2.5
0.296,Layer 3 Down,worn,1,3,2.5
0.198,Layer 3 Down,worn,1,3,2.5
0.69,Layer 3 Down,worn,1,3,2.5
0.79,Layer 3 Down,worn,1,3,2.5
2.66,Layer 3 Down,worn,1,3,2.5
0.296,Layer 3 Down,worn,1,3,2.5
0.494,Layer 3 Down,worn,1,3,2.5
21.7,Layer 3 Down,worn,1,3,2.5
20.1,Layer 3 Down,worn,1,3,2.5
18.8,Layer 3 Down,worn,1,3,2.5
18.8,Layer 3 Down,worn,1,3,2.5
26.0,Layer 3 Down,worn,1,3,2.5
17.7,Layer 3 Down,worn,1,3,2.5
23.7,Layer 3 Down,worn,1,3,2.5
18.2,Layer 3 Down,worn,1,3,2.5
14.9,Layer 3 Down,worn,1,3,2.5
17.9,Layer 3 Down,worn,1,3,2.5
16.8,Layer 3 Down,worn,1,3,2.5
14.8,Layer 3 Down,worn,1,3,2.5
23.3,Layer 3 Down,worn,1,3,2.5
17.8,Layer 3 Down,worn,1,3,2.5
21.7,Layer 3 Down,worn,1,3,2.5
19.5,Layer 3 Down,worn,1,3,2.5
19.3,Layer 3 Down,worn,1,3,2.5
18.8,Layer 3 Down,worn,1,3,2.5
17.4,Layer 3 Down,worn,1,3,2.5
22.3,Layer 3 Down,worn,1,3,2.5
23.4,Layer 3 Down,worn,1,3,2.5
17.0,Layer 3 Down,worn,1,3,2.5
23.0,Layer 3 Down,worn,1,3,2.5
24.0,Layer 3 Down,worn,1,3,2.5
20.9,Layer 3 Down,worn,1,3,2.5
19.5,Layer 3 Down,worn,1,3,2.5
17.3,Layer 3 Down,worn,1,3,2.5
26.0,Layer 3 Down,worn,1,3,2.5
18.5,Layer 3 Down,worn,1,3,2.5
23.9,Layer 3 Down,worn,1,3,2.5
-0.701,Layer 3 Down,worn,1,3,2.5
-1.43,Layer 3 Down,worn,1,3,2.5
-0.241,Layer 3 Down,worn,1,3,2.5
-0.221,Layer 3 Down,worn,1,3,2.5
-0.241,Layer 3 Down,worn,1,3,2.5
-0.721,Layer 3 Down,worn,1,3,2.5
-0.741,Layer 3 Down,worn,1,3,2.5
-0.721,Layer 3 Down,worn,1,3,2.5
-0.26,Layer 3 Down,worn,1,3,2.5
-0.221,Layer 3 Down,worn,1,3,2.5
-0.721,Layer 3 Down,worn,1,3,2.5
20.7,Layer 3 Down,worn,1,3,2.5
25.7,Layer 3 Down,worn,1,3,2.5
22.1,Layer 3 Down,worn,1,3,2.5
23.3,Layer 3 Down,worn,1,3,2.5
20.0,Layer 3 Down,worn,1,3,2.5
19.8,Layer 3 Down,worn,1,3,2.5
16.9,Layer 3 Down,worn,1,3,2.5
19.7,Layer 3 Down,worn,1,3,2.5
20.6,Layer 3 Down,worn,1,3,2.5
18.3,Layer 3 Down,worn,1,3,2.5
22.9,Layer 3 Down,worn,1,3,2.5
18.9,Layer 3 Down,worn,1,3,2.5
21.5,Layer 3 Down,worn,1,3,2.5
21.0,Layer 3 Down,worn,1,3,2.5
14.6,Layer 3 Down,worn,1,3,2.5
18.3,Layer 3 Down,worn,1,3,2.5
19.6,Layer 3 Down,worn,1,3,2.5
16.5,Layer 3 Down,worn,1,3,2.5
15.5,Layer 3 Down,worn,1,3,2.5
25.4,Layer 3 Down,worn,1,3,2.5
16.8,Layer 3 Down,worn,1,3,2.5
12.9,Layer 3 Down,worn,1,3,2.5
29.9,Layer 3 Down,worn,1,3,2.5
18.2,Layer 3 Down,worn,1,3,2.5
17.3,Layer 3 Down,worn,1,3,2.5
26.1,Layer 3 Down,worn,1,3,2.5
15.8,Layer 1 Up,unworn,2,3,3.0
21.0,Layer 1 Up,unworn,2,3,3.0
20.2,Layer 1 Up,unworn,2,3,3.0
20.6,Layer 1 Up,unworn,2,3,3.0
21.4,Layer 1 Up,unworn,2,3,3.0
16.0,Layer 1 Up,unworn,2,3,3.0
17.8,Layer 1 Up,unworn,2,3,3.0
28.0,Layer 1 Up,unworn,2,3,3.0
16.2,Layer 1 Up,unworn,2,3,3.0
17.0,Layer 1 Up,unworn,2,3,3.0
19.2,Layer 1 Up,unworn,2,3,3.0
20.3,Layer 1 Up,unworn,2,3,3.0
25.1,Layer 1 Up,unworn,2,3,3.0
25.7,Layer 1 Up,unworn,2,3,3.0
23.9,Layer 1 Up,unworn,2,3,3.0
25.8,Layer 1 Up,unworn,2,3,3.0
23.1,Layer 1 Up,unworn,2,3,3.0
17.6,Layer 1 Up,unworn,2,3,3.0
17.2,Layer 1 Up,unworn,2,3,3.0
0.192,Layer 1 Up,unworn,2,3,3.0
-0.823,Layer 1 Up,unworn,2,3,3.0
-0.89,Layer 1 Up,unworn,2,3,3.0
-0.89,Layer 1 Up,unworn,2,3,3.0
-0.89,Layer 1 Up,unworn,2,3,3.0
-0.182,Layer 1 Up,unworn,2,3,3.0
-0.89,Layer 1 Up,unworn,2,3,3.0
-0.603,Layer 1 Up,unworn,2,3,3.0
-0.89,Layer 1 Up,unworn,2,3,3.0
-0.536,Layer 1 Up,unworn,2,3,3.0
19.8,Layer 1 Up,unworn,2,3,3.0
14.8,Layer 1 Up,unworn,2,3,3.0
18.1,Layer 1 Up,unworn,2,3,3.0
17.7,Layer 1 Up,unworn,2,3,3.0
21.1,Layer 1 Up,unworn,2,3,3.0
20.7,Layer 1 Up,unworn,2,3,3.0
18.7,Layer 1 Up,unworn,2,3,3.0
17.2,Layer 1 Up,unworn,2,3,3.0
16.9,Layer 1 Up,unworn,2,3,3.0
22.8,Layer 1 Up,unworn,2,3,3.0
0.988,Layer 1 Up,unworn,2,3,3.0
0.618,Layer 1 Up,unworn,2,3,3.0
0.539,Layer 1 Up,unworn,2,3,3.0
1.36,Layer 1 Up,unworn,2,3,3.0
0.751,Layer 1 Up,unworn,2,3,3.0
0.169,Layer 1 Up,unworn,2,3,3.0
0.909,Layer 1 Up,unworn,2,3,3.0
0.618,Layer 1 Up,unworn,2,3,3.0
0.909,Layer 1 Up,unworn,2,3,3.0
0.539,Layer 1 Up,unworn,2,3,3.0
0.618,Layer 1 Up,unworn,2,3,3.0
0.909,Layer 1 Up,unworn,2,3,3.0
0.909,Layer 1 Up,unworn,2,3,3.0
0.988,Layer 1 Up,unworn,2,3,3.0
0.539,Layer 1 Up,unworn,2,3,3.0
0.988,Layer 1 Up,unworn,2,3,3.0
0.169,Layer 1 Up,unworn,2,3,3.0
0.988,Layer 1 Up,unworn,2,3,3.0
0.988,Layer 1 Up,unworn,2,3,3.0
0.169,Layer 1 Up,unworn,2,3,3.0
19.0,Layer 1 Up,unworn,2,3,3.0
19.9,Layer 1 Up,unworn,2,3,3.0
15.2,Layer 1 Up,unworn,2,3,3.0
23.1,Layer 1 Up,unworn,2,3,3.0
18.0,Layer 1 Up,unworn,2,3,3.0
16.9,Layer 1 Up,unworn,2,3,3.0
15.8,Layer 1 Up,unworn,2,3,3.0
17.5,Layer 1 Up,unworn,2,3,3.0
19.1,Layer 1 Up,unworn,2,3,3.0
19.9,Layer 1 Up,unworn,2,3,3.0
18.8,Layer 1 Up,unworn,2,3,3.0
24.3,Layer 1 Up,unworn,2,3,3.0
22.2,Layer 1 Up,unworn,2,3,3.0
21.8,Layer 1 Up,unworn,2,3,3.0
24.3,Layer 1 Up,unworn,2,3,3.0
19.4,Layer 1 Up,unworn,2,3,3.0
26.4,Layer 1 Up,unworn,2,3,3.0
15.7,Layer 1 Up,unworn,2,3,3.0
18.9,Layer 1 Up,unworn,2,3,3.0
18.1,Layer 1 Up,unworn,2,3,3.0
14.9,Layer 1 Up,unworn,2,3,3.0
18.8,Layer 1 Up,unworn,2,3,3.0
23.5,Layer 1 Up,unworn,2,3,3.0
21.7,Layer 1 Up,unworn,2,3,3.0
28.2,Layer 1 Up,unworn,2,3,3.0
17.5,Layer 1 Up,unworn,2,3,3.0
20.4,Layer 1 Up,unworn,2,3,3.0
21.4,Layer 1 Up,unworn,2,3,3.0
22.3,Layer 1 Up,unworn,2,3,3.0
19.4,Layer 1 Up,unworn,2,3,3.0
20.9,Layer 1 Up,unworn,2,3,3.0
22.4,Layer 1 Up,unworn,2,3,3.0
-0.536,Layer 1 Up,unworn,2,3,3.0
-0.603,Layer 1 Up,unworn,2,3,3.0
-0.89,Layer 1 Up,unworn,2,3,3.0
-0.67,Layer 1 Up,unworn,2,3,3.0
-0.182,Layer 1 Up,unworn,2,3,3.0
-0.603,Layer 1 Up,unworn,2,3,3.0
-0.249,Layer 1 Up,unworn,2,3,3.0
-0.182,Layer 1 Up,unworn,2,3,3.0
-0.603,Layer 1 Up,unworn,2,3,3.0
-0.89,Layer 1 Up,unworn,2,3,3.0
-0.315,Layer 1 Up,unworn,2,3,3.0
-0.67,Layer 1 Up,unworn,2,3,3.0
20.5,Layer 1 Up,unworn,2,3,3.0
14.5,Layer 1 Up,unworn,2,3,3.0
23.2,Layer 1 Up,unworn,2,3,3.0
17.6,Layer 1 Up,unworn,2,3,3.0
16.8,Layer 1 Up,unworn,2,3,3.0
21.7,Layer 1 Up,unworn,2,3,3.0
18.2,Layer 1 Up,unworn,2,3,3.0
20.9,Layer 1 Up,unworn,2,3,3.0
19.4,Layer 1 Up,unworn,2,3,3.0
17.5,Layer 1 Up,unworn,2,3,3.0
24.9,Layer 1 Up,unworn,2,3,3.0
14.5,Layer 1 Up,unworn,2,3,3.0
18.1,Layer 1 Up,unworn,2,3,3.0
16.6,Layer 1 Up,unworn,2,3,3.0
22.0,Layer 1 Up,unworn,2,3,3.0
22.9,Layer 1 Up,unworn,2,3,3.0
22.5,Layer 1 Up,unworn,2,3,3.0
20.2,Layer 1 Up,unworn,2,3,3.0
21.2,Layer 1 Up,unworn,2,3,3.0
19.2,Layer 1 Up,unworn,2,3,3.0
0.106,Layer 1 Up,unworn,2,3,3.0
-0.67,Layer 1 Up,unworn,2,3,3.0
-0.89,Layer 1 Up,unworn,2,3,3.0
-0.249,Layer 1 Up,unworn,2,3,3.0
-0.249,Layer 1 Up,unworn,2,3,3.0
-0.603,Layer 1 Up,unworn,2,3,3.0
-0.603,Layer 1 Up,unworn,2,3,3.0
-0.182,Layer 1 Up,unworn,2,3,3.0
-0.89,Layer 1 Up,unworn,2,3,3.0
-0.603,Layer 1 Up,unworn,2,3,3.0
15.4,Layer 1 Up,unworn,2,3,3.0
21.1,Layer 1 Up,unworn,2,3,3.0
22.6,Layer 1 Up,unworn,2,3,3.0
22.0,Layer 1 Up,unworn,2,3,3.0
16.8,Layer 1 Up,unworn,2,3,3.0
26.9,Layer 1 Up,unworn,2,3,3.0
19.7,Layer 1 Up,unworn,2,3,3.0
22.8,Layer 1 Up,unworn,2,3,3.0
23.7,Layer 1 Up,unworn,2,3,3.0
21.7,Layer 1 Up,unworn,2,3,3.0
26.1,Layer 1 Up,unworn,2,3,3.0
25.8,Layer 1 Up,unworn,2,3,3.0
15.4,Layer 1 Up,unworn,2,3,3.0
20.9,Layer 1 Up,unworn,2,3,3.0
26.3,Layer 1 Up,unworn,2,3,3.0
16.4,Layer 1 Up,unworn,2,3,3.0
21.8,Layer 1 Up,unworn,2,3,3.0
21.5,Layer 1 Up,unworn,2,3,3.0
21.4,Layer 1 Up,unworn,2,3,3.0
23.2,Layer 1 Up,unworn,2,3,3.0
16.8,Layer 1 Up,unworn,2,3,3.0
21.9,Layer 1 Up,unworn,2,3,3.0
17.9,Layer 1 Up,unworn,2,3,3.0
25.9,Layer 1 Up,unworn,2,3,3.0
19.1,Layer 1 Up,unworn,2,3,3.0
18.7,Layer 1 Up,unworn,2,3,3.0
20.2,Layer 1 Up,unworn,2,3,3.0
20.2,Layer 1 Up,unworn,2,3,3.0
24.8,Layer 1 Up,unworn,2,3,3.0
21.2,Layer 1 Up,unworn,2,3,3.0
17.8,Layer 1 Up,unworn,2,3,3.0
16.4,Layer 1 Up,unworn,2,3,3.0
16.8,Layer 1 Up,unworn,2,3,3.0
22.7,Layer 1 Up,unworn,2,3,3.0
16.8,Layer 1 Up,unworn,2,3,3.0
19.1,Layer 1 Up,unworn,2,3,3.0
21.7,Layer 1 Up,unworn,2,3,3.0
15.3,Layer 1 Up,unworn,2,3,3.0
22.5,Layer 1 Up,unworn,2,3,3.0
20.0,Layer 1 Up,unworn,2,3,3.0
14.8,Layer 1 Up,unworn,2,3,3.0
21.5,Layer 1 Up,unworn,2,3,3.0
18.7,Layer 1 Up,unworn,2,3,3.0
17.2,Layer 1 Up,unworn,2,3,3.0
18.6,Layer 1 Up,unworn,2,3,3.0
23.0,Layer 1 Up,unworn,2,3,3.0
15.1,Layer 1 Up,unworn,2,3,3.0
19.3,Layer 1 Up,unworn,2,3,3.0
21.5,Layer 1 Up,unworn,2,3,3.0
14.8,Layer 1 Up,unworn,2,3,3.0
22.4,Layer 1 Up,unworn,2,3,3.0
17.4,Layer 1 Up,unworn,2,3,3.0
27.6,Layer 1 Up,unworn,2,3,3.0
18.3,Layer 1 Up,unworn,2,3,3.0
15.0,Layer 1 Up,unworn,2,3,3.0
30.2,Layer 1 Up,unworn,2,3,3.0
17.8,Layer 1 Up,unworn,2,3,3.0
